build_year,country,make,model,avg_amount_damage
2013,LPTR,volkswagenpassat14tsibmt122hptrendlinetip,volkswagenpassat14tsibmt122hptrendlinetip,0.0
2001,LPAT,alfaromeo,15619jtd,0.0
2002,LPAT,audi,a4,0.0
2003,LPFR,renault,masterl3h2,507.77666666666664
2008,LPNL,brandstofcontract,benzine,627.5
2003,LPPT,citroen,berlingo,0.0
2008,LPNL,mercedes,vito,1721.5906250000007
2002,LPES,volkswagen,golfconceptlin,246.89953846153844
2003,LPPT,skoda,octavia,0.0
1997,LPNL,daf,personenbus,90.0
2000,LPAT,volkswagen,passat,0.0
2000,LPPT,opel,corsa,1.5557471264367817
2002,LPPT,ford,ranger,611.3133333333333
2010,LPNL,mitsubishi,colt,814.3798019801982
2004,LPES,saab,09may,206.82000000000002
2002,LPES,renault,trafic27comb9,489.72
2005,LPNL,opel,vectrasedan,525.9453125
2002,LPES,citroen,berlingotop,632.04
2006,LPNL,bmw,523,735.4264285714287
2005,LPNL,mercedes,sclass,0.0
2000,LPES,opel,combocargovan,1327.5233333333333
2003,LPPT,mercedes,classee,0.0
2009,LPNL,seat,leon,1069.4214184397165
2006,LPAT,man,tgl12240bl,0.0
2007,LPNL,ford,mondeowagon,897.5967224880383
2005,LPES,seat,leon,244.37072519083975
2000,LPES,cadillac,sevillestsa,428.68
2004,LPAT,ford,focusambiente+,0.0
2011,LPNL,volvo,v50,898.204422310757
2003,LPES,peugeot,307xt,450.8972222222222
2011,LPNL,ausa,multitask,0.0
2001,LPNL,seat,toledo,0.0
2009,LPNL,nido,snk,0.0
2005,LPNL,hyundai,h200,765.7366666666666
2004,LPNL,nissan,qashqai,443.71333333333337
2004,LPNL,mercedes,ccombi,214.24565217391307
2005,LPAT,volvo,xc9024d5a,0.0
2013,LPNL,audi,a6allroad,229.7625
2001,LPAT,volkswagen,lupo14,0.0
2000,LPPT,nissan,almera15lux,0.0
2014,LPNL,landrover,rangesport,395.37
2009,LPNL,renault,traficgbdc,2267.5971428571434
2006,LPAT,opel,vivarokasten,1553.2966666666669
2008,LPNL,mitsubishi,canter,0.0
2005,LPES,ford,fiesta,333.60468085106385
2008,LPDE,sattelauflieger,kroneplane,0.0
2001,LPNL,mitsubishi,carisma,0.0
2004,LPAT,citroen,jumperkast22,0.0
2008,LPBR,toyota,corolla,0.0
2011,LPAT,opel,vivarovc,1478.453125
2001,LPNL,man,l2000,48.466
2011,LPFI,audi,a3,207.2714864864865
2006,LPBR,fiat,mille,0.0
2013,LPBR,ford,courier,0.0
2008,LPFI,volkswagen,transporter,366.0728235294117
2003,LPLU,audi,a4,523.2201999999999
2004,LPPT,mg,mgtf,0.0
2010,LPES,ford,transitconnect,1095.197029411764
2014,LPBR,ford,fusiontopcar,0.0
2009,LPFI,audi,a3,127.89489795918368
2007,LPFI,volkswagen,transporter,256.89626506024103
2017,LPNL,alfaromeo,giulia,0.0
2012,LPBR,hyundai,ix35,0.0
2009,LPFI,subaru,outback,0.0
2002,LPES,mitsubishi,l200glclub,0.0
2006,LPIE,ford,mondeo,620.3019259259258
2014,LPAT,ford,transitvc,399.07916666666665
2016,LPIN,toyota,tkmcorolla,0.0
1997,LPAT,toyota,hiace24dbus,2377.14
2015,LPNL,daf,cf,0.0
2005,LPSK,ford,mondeo,171.9633088888889
2010,LPES,mazda,cx7,482.8913333333333
2017,LPIN,tata,tatatiagopet,0.0
2008,LPIE,opel,astra,529.6314285714285
2009,LPNL,daf,fa75,130.975
2013,LPIN,marutisuzuki,mulwagonr,0.0
2010,LPDE,mitsubishi,pajero,0.0
2016,LPBR,generalmotors,cruze,0.0
2010,LPAT,toyota,hiace25d4d,434.2271428571429
2000,LPPT,peugeot,306van,0.0
2011,LPAT,volkswagen,jetta,424.966
2010,LPES,seat,exeo,696.7497826086956
2012,LPTR,fiat,linea,281.58318840579716
2010,LPFI,mercedes,glkclass,37.92333333333333
2014,LPTR,seat,toledo,596.78546875
2008,LPDE,bmw,335icoupeaut,0.0
2012,LPPT,peugeot,206,350.7994000000001
2012,LPNO,volvo,xc70,3941.189189189189
2008,LPDE,bmw,123ddpf,814.9564285714285
2003,LPHU,volkswagen,golf,111262.28833333333
2005,LPLU,porsche,cayenne,23.0
2004,LPBE,opel,vivaro27l1h1,215.95285714285714
2000,LPDE,audi,q7,0.0
2010,LPAT,citroen,jumperkasten30,0.0
2010,LPDE,bmw,3serie,1429.608545454546
2008,LPPT,renault,kangoo,613.9674585635357
1998,LPHU,toyota,corolla,55779.0
2008,LPAE,mitsubishi,fuso,0.0
2009,LPLU,citroen,c5,375.79571428571427
2005,LPIT,audiel,a3,519.8512499999999
2008,LPPL,ford,focus,1226.6771534195927
2004,LPES,seat,alhambrasport,430.2
2005,LPNL,daf,fa65,97.5
2002,LPNL,honda,xl,0.0
2000,LPDE,bmw,320icabrioaut,0.0
2016,LPNL,volvo,v40,250.37272727272727
2014,LPFI,volvo,s60,172.3175
2005,LPNO,diverse,mfh5000,0.0
2010,LPIE,volkswagen,golf,534.5669230769231
2007,LPDE,man,tgm18330llkofferlbw,0.0
2005,LPDE,man,man18280llwechselrlbw,0.0
2002,LPPT,opel,movano,0.0
2005,LPLU,renault,modus,0.0
2004,LPPT,smart,smart,156.89555555555555
2017,LPFI,bmw,2serie,71.385
2008,LPLU,hyundai,tucson,0.0
1999,LPNL,volvo,s80,2465.0
2017,LPNL,nissan,juke,0.0
2016,LPNO,mazda,3,0.0
2010,LPRO,audi,a4,115.53781249999999
2007,LPES,nissan,qashqai,498.53590909090906
2009,LPIE,volvo,v50,519.1466666666666
2011,LPNL,newholland,tractor,0.0
2005,LPES,volkswagen,touran19tdihi,0.0
2012,LPUK,toyota,hilux,325.3345355191256
2011,LPIT,iveco,dailyvc,1967.61019826518
2009,LPNO,opel,vivarovc,17400.91176470588
2007,LPPT,citroen,c5,327.33230769230767
2016,LPGR,toyota,yaris,292.989010989011
2016,LPNO,volvo,v70,8425.0
2014,LPES,peugeot,206,1551.746
2012,LPIT,bmw,3serie,1355.2518143459922
2013,LPES,peugeot,206,1048.104239130435
2006,LPNO,scania,p420lblast,0.0
2013,LPMX,renault,duster,0.0
2010,LPSE,ford,galaxy,6932.0
2013,LPGR,hyundai,i20,400.53731343283584
2005,LPGR,bmw,x1,695.6666666666666
2018,LPDE,mercedes,eclass,0.0
2016,LPPL,renault,megane,1107.413157894737
2015,LPLU,volvo,v40,359.44124999999997
2011,LPIT,jeep,compass,678.0666666666667
2016,LPCH,bmw,4serie,0.0
2007,LPNO,peugeot,207,3633.5
2015,LPNO,fiat,ducato,17379.5
2010,LPNO,skoda,yeti,5295.333333333333
2003,LPDK,peugeot,boxer330hdi,6285.86
2009,LPUK,opel,astra5dr09,114.56826923076925
2010,LPPT,hyundai,i30,304.815
2008,LPIT,alfaromeo,159,1741.25656910569
2010,LPNO,traktor,johndeere6430,0.0
2012,LPGR,toyota,avensis,427.22222222222223
2007,LPDK,iveco,daily35c15,0.0
2004,LPCH,peugeot,partner190c,0.0
2001,LPCH,volkswagen,t4swb,0.0
2010,LPDE,bmw,7serie,1624.7150000000001
2011,LPIE,landrover,freelander,462.2291666666667
2014,LPFR,audi,a4,870.224637223975
2015,LPES,audi,countryman,689.44
2011,LPCH,toyota,rav4lluna,0.0
2006,LPPT,honda,civic,209.35692307692307
2015,LPES,peugeot,boxer,2718.3233333333333
2015,LPES,fiat,ducato,2057.3975
2005,LPHU,alfaromeo,156,25018.53
2016,LPUK,volkswagen,tiguan,100.1415
2007,LPNO,nissan,navaradouble,14627.0
2017,LPGR,jeep,renegade,23.0
2012,LPCZ,citroen,berlingo,0.0
2009,LPNO,mercedes,bclass,7683.75
2015,LPES,dacia,duster,523.4
2010,LPIE,ford,transit,618.4926315789475
2010,LPDK,phngsvogn,pemadivmrke,0.0
2009,LPSK,ford,transit,218.12
2014,LPMX,peugeot,partner,0.0
2007,LPDE,peugeot,407swhdi135businessline,1769.5059999999999
2004,LPFR,opel,movanoc2f3300,0.0
2010,LPSE,volvo,v70,5345.576216216216
2005,LPHU,opel,astracaravan,71796.07
2010,LPGR,skoda,octavia,460.85714285714283
2007,LPIE,volvo,s40,414.21500000000003
2017,LPIE,jaguar,fpace,0.0
2018,LPBE,audi,q5,0.0
2010,LPCH,audi,q5import4x4,0.0
2008,LPDK,skoda,superb,6012.804285714286
2007,LPCH,mercedes,sprinter311,4106.914583333334
2006,LPIT,renaultel,newmeganen1,0.0
2009,LPFR,renault,gdespaceiniti,966.03
2007,LPDK,volkswagen,chassisl3025,2816.68
2017,LPIT,peugeot,108,202.82609022556395
2012,LPUK,mercedes,vito,443.59857142857146
2013,LPFR,opel,mokka,607.2447368421053
2009,LPFR,opel,combovc,1362.0825000000002
2012,LPDE,volkswagen,multivan,1613.5129411764706
2007,LPSE,volkswagen,transporter19tdi63kwswbcompany2007,0.0
2005,LPFR,citroen,c4packambian,327.1232142857143
2016,LPFR,ford,transit,420.55
2010,LPIT,smart,fortwo,628.6195555555556
2012,LPFR,citroen,c3picasso,1014.2179310344827
2006,LPUK,fiat,ducato11sw04,0.0
2013,LPFR,volkswagen,transporter,956.35
2012,LPSE,volkswagen,caddy20tdi140hkdsg4motion2012,0.0
2010,LPDK,volkswagen,golf,0.0
2007,LPFR,peugeot,4074pgriffe,625.4506666666667
2018,LPHU,ford,smax,0.0
2004,LPIT,peugeotel,3073p,2104.51
2011,LPSE,volvo,xc60d3163awdrdesign2011,0.0
2011,LPSE,saab,95tid4160hkaut6vector2011,3541.0
2008,LPFR,volkswagen,golfplus19tdi,777.52
2008,LPFR,volvo,c70d5180,0.0
2009,LPUK,bmw,118dcon10,0.0
2007,LPCH,volvo,s80momentum,2469.6666666666665
2017,LPDE,fiat,doblovc,0.0
2009,LPUK,honda,frv5dr09,224.81857142857143
2009,LPSE,volkswagen,caddy19tdi105hkautmaxi2009,8448.42857142857
2014,LPDK,toyota,avensis,4149.828421052632
2011,LPUK,bmw,z4rster11,474.90333333333336
2001,LPFR,renault,mal2h23t3dci,350.8333333333333
2015,LPFR,opel,mokka,680.5607692307691
2007,LPCZ,audi,a4,9690.508125
2005,LPCH,volkswagen,golftrendline,1379.335
2016,LPSE,volkswagen,multivan,0.0
2006,LPNO,mercedes,sprinter413cdi,28069.27
2010,LPFR,citroen,c8,945.4009523809523
2013,LPHU,opel,zafira,77496.47916666667
2014,LPIT,peugeot,boxervc,6568.22375
2013,LPUK,toyota,landcruiser,121.52333333333333
2008,LPFR,volkswagen,transporter,2011.9635294117645
2011,LPSE,audi,a620tdi170hkavant2011,5178.65
2009,LPUK,dodge,caliber09,0.0
2016,LPLU,volvo,xc90,0.0
2006,LPFR,alfaromeo,1475pselecti,530.3425
2001,LPFR,toyota,hiacediesel,0.0
1999,LPFR,renault,cliogenerique,0.0
2013,LPBE,bmw,7serie,250.2266666666667
2005,LPIT,renaultel,traficpasseng,647.0799999999999
2007,LPUK,citroen,c85dr06,298.315
2011,LPUK,bmw,118d3dr12,184.06
2008,LPGR,lexus,is250,372.2
2008,LPUK,bmw,630icon09,0.0
2007,LPFR,piaggio,porterplttipp,0.0
2008,LPGR,jeep,compass,402.0
2008,LPSE,audi,a418tfsiavant2009,10084.666666666666
2013,LPDK,mercedes,aclass,4412.498888888888
2007,LPUK,ford,focus,1072.274
2007,LPNO,kia,sportage,9971.66
2008,LPUK,honda,crv,0.0
2009,LPSE,ford,transit350e24140trendlwbdhstdflak,0.0
2018,LPIT,audi,a4,18984.27
2007,LPDE,peugeot,partner170cdkasten,1630.5
2009,LPFR,opel,astratwintop,0.0
2004,LPFR,renault,kangooiiidci,33.3
2006,LPSE,toyota,corollaverso18versolimitededition2006,0.0
2012,LPUK,toyota,iq33dr12,0.0
2008,LPPT,volvo,s60,957.0049999999999
2009,LPUK,bmw,320dcon09,0.0
2007,LPFR,volkswagen,passat19tdi,643.3061538461538
2008,LPSE,audi,a420tdi143hkavant2009,10724.583333333334
2015,LPDK,ford,transitvc,2193.725
2009,LPCZ,volkswagen,golf,3012.405
2005,LPCZ,renault,mascott,0.0
2011,LPDE,dacia,logan,0.0
2007,LPCH,nissan,pickup4x4,10852.85
2012,LPUK,volkswagen,up5dr13,95.63857142857144
2014,LPSE,citroen,grandc4picass20ehdi150intensiveaut62014,5474.0
2007,LPFR,renault,gdscenicpriv,1026.5066666666664
2013,LPUK,mercedes,e3004dr13,132.93428571428572
2008,LPDE,volkswagen,caddy20ecofukasten,2028.6059999999998
2008,LPDE,volkswagen,golf16united,1276.7
2009,LPSE,audi,a620tfsiavant2009,16147.25
2010,LPSE,saab,95turbo4220hkbiopowerman6vector,1392.3333333333333
2008,LPFR,citroen,berlingohdi75,2016.1033333333332
2015,LPFR,infiniti,qx70,1025.65
2010,LPSE,volvo,xc6024d175rdesign2010,18252.0
2005,LPFR,fiat,multiplaclass,293.09
2010,LPSE,volkswagen,transporter2085kwlwb285t2011,58007.0
2007,LPDE,mercedes,313cdisprintepritsche,2299.41
2009,LPSE,toyota,avensis18vvtibusinesskombi2009,5873.0
2017,LPFR,seat,alhambra,0.0
2009,LPNL,bmw,330,782.5419999999999
2007,LPNL,subaru,forester,588.045
2006,LPNL,chevrolet,lacetti,192.4
2010,LPAT,volkswagen,passat16tdi,1064.9814285714285
2016,LPIE,volkswagen,touran,200.585
2016,LPIE,landrover,evoque,279.275
2011,LPNL,lancia,ypsilon,1232.47
2005,LPDE,audi,a624multitro,2253.325
2010,LPAE,mercedes,vianoambiente,0.0
2010,LPAT,ford,mondeochampion,1092.92
2008,LPNL,chrysler,ptcruiser,97.85
2010,LPIE,nissan,interstar,908.75
2012,LPAT,ford,mondeotis20,196.72
2012,LPAT,audi,a1sportback16,808.8
2014,LPIE,hyundai,ix20,441.5
2006,LPNL,honda,stream,1067.19
2006,LPDE,mercedes,e2807gtronicavantgarde,1614.65
2006,LPSE,toyota,priushsdbusiness2005,10239.0
2011,LPIT,porsche,cayenne,889.0992307692306
2016,LPAE,mitsubishi,l200pickup,437.75
2012,LPDE,audi,a4allroad,1328.417
2005,LPDE,audi,a830tdiquat,2198.6
2004,LPDE,bmw,x330d,1505.59
2005,LPCH,toyota,corollalsol,1603.4
2016,LPPL,lexus,nx,760.675
2015,LPPT,renault,grandscenic,165.72
2003,LPCH,iveco,35c13,6696.916666666667
2011,LPDE,porsche,911carreras,893.4
2004,LPHU,nissan,maxima,66500.0
2012,LPAE,nissan,pathfinderle,0.0
2011,LPES,jeep,wrangler,376.99
2017,LPPL,hyundai,i40,768.8249999999999
2015,LPCH,seat,ibiza,1114.16
2009,LPSE,audi,q730tdiquattrotiptronic2009,13135.0
2012,LPGR,mitsubishi,asx,399.75
2005,LPPL,volkswagen,passat2005,3592.441428571429
2009,LPPT,volkswagen,touareg,1171.5149999999999
2006,LPDE,mercedes,c200cdielegancedpf,1437.44
2014,LPSE,mercedes,glclassgl350bluetec4matic2014,5805.0
2011,LPGR,volkswagen,jetta,291.0
2007,LPSK,toyota,rav4,342.526398
2015,LPSE,volvo,v60d5215awdsummumbusinessedpro,1906.0
2008,LPRO,mazda,cx7,0.0
2014,LPCH,honda,accord,820.75
2009,LPGR,audi,q5oldett,103.0
2007,LPDE,volkswagen,passat20fsihighline,1567.8733333333332
2002,LPSE,volvo,v70d5163hpaddition2003,5708.0
2014,LPLU,mazda,3,1994.74
2014,LPPL,fiat,doblovc,1630.6
2005,LPCH,peugeot,407srselecti,2051.9166666666665
2004,LPFR,renault,lagunaiiiexp,0.0
2008,LPCH,peugeot,407stdynamic,0.01
2008,LPFR,volvo,c30feeling,662.035
2006,LPDE,volvo,xc90,200.0
2006,LPSE,renault,masterdci22ll1h22005,4080.0
2007,LPDE,mercedes,c200tcdiavantgardedpf,1834.08
2006,LPSE,ford,fiesta14i16vstyle2006,12698.0
2008,LPCH,mercedes,e350avantgarde,2115.35
2005,LPFR,nissan,micraii14,0.0
2012,LPSK,ford,focuscmax,12.36
2015,LPSE,hyundai,tucson16tgdi4wdpremiumdct2015,0.0
2009,LPRO,kia,ceed,0.0
2003,LPFR,mercedes,mlii270cdi,237.0
2011,LPPT,renault,lagunaiiicoup,118.45
2014,LPPL,subaru,outback,0.0
2013,LPRO,renault,meganesportt,2108.6788
2006,LPCH,ford,focuscmaxghi,1591.9666666666665
2009,LPPT,landrover,discovery,2828.13
2010,LPCH,alfaromeo,159,830.5524999999999
2008,LPCH,peugeot,boxervc,5171.26
2012,LPCH,renault,master,1601.0349999999999
2006,LPSE,volvo,s4018flexifueladdition2006,19408.0
2008,LPSE,audi,a620tdimultitronicavant2009,10909.0
2007,LPSE,hyundai,santafe27v6a4exclusive72007,24453.0
2004,LPFR,peugeot,307xsnavtech,496.705
2012,LPES,chevrolet,orlando,1401.0
2007,LPCH,renault,mastervc,6490.7
2005,LPFR,volkswagen,golfvcfrt20,0.0
2000,LPDE,opel,zafira22dtielegance,2014.47
2009,LPDE,audi,a319tdisporambiente,1883.516
2005,LPFR,landrover,defenderiie,3863.14
2011,LPFR,honda,accordtourer,646.15
2008,LPSE,ford,transit260s2285swb2006,8998.666666666666
2006,LPFR,citroen,c45p,171.5
2010,LPFR,citroen,c4hdi92,1422.626
2014,LPHU,ford,transitvc,76161.15869565216
2011,LPUK,peugeot,rczcpe12,179.76833333333332
2007,LPSE,volvo,c3018flexifuelkinetic2008,3801.5
2005,LPFR,audi,a4iii18t,443.82
2008,LPDE,peugeot,308swhdifapplatinum,3294.94
2004,LPUK,opel,movanol3504,670.5279999999999
2014,LPBE,mercedes,citan,1581.3
2014,LPFR,hyundai,ix35,574.538
2014,LPFR,mercedes,cla250ba7,150.0
2013,LPFR,peugeot,2008business,175.15
2012,LPSE,renault,trafic25dcifapswbl1h1146bhp6qu,18096.0
2006,LPFR,mercedes,aii2005p,249.18
2009,LPDE,chevrolet,captiva204wdlt,2496.87
2014,LPHU,peugeot,208,86148.75
2011,LPUK,bmw,330icpe11,318.3233333333333
2008,LPFR,bmw,335datouring,436.1175
2017,LPSE,ford,smax,0.0
2015,LPDE,renault,captur,1189.1
2012,LPFR,renault,fluenceprivile,2656.81
2009,LPFR,citroen,jumpyft1000,3200.183333333333
2016,LPIT,ford,ranger,1517.865
2006,LPUK,citroen,c35dr06,696.13
2013,LPUK,audi,hatchcpr125,1540.2133333333334
2009,LPUK,mercedes,clc220d3dr85,452.28
2007,LPFR,citroen,jumpyft1200,1286.35
2012,LPHU,seat,alhambra,88635.0
2003,LPFR,volkswagen,golfivcarat,1103.76
2007,LPFR,hyundai,getzpackcolor,549.12
2009,LPFR,bmw,740liaexclusi,1373.74
2007,LPSE,nissan,nv20015dci85hkcomfortplus4drrar,0.0
2008,LPDE,landrover,freelander,1011.5
2012,LPFR,peugeot,4007feline,450.63
2008,LPFR,citroen,c43pvtr,526.7866666666666
2009,LPSE,volvo,c7020dsummum2009,10277.0
2012,LPIT,mazda,mx5,1145.95
2009,LPUK,peugeot,8075dr08,395.7
2011,LPFR,lancia,delta,1156.8666666666668
2015,LPUK,fiat,doblocgoxl12,620.0
2011,LPDE,volvo,c30drivemomentum,993.51
2015,LPUK,fiat,qubo5dr11,0.0
2005,LPFR,bmw,330da4pe90,351.0
2007,LPSE,volkswagen,transporter25tdi96kw4motionswb2008,15228.0
2007,LPSE,ford,smax20tdci140pftitanium2006,11430.0
2009,LPUK,saab,93est095,211.48
2005,LPFR,suzuki,grandvitara3p,679.32
2009,LPSK,skoda,octavia,322.2797333333333
2004,LPSK,koda,octaviacombiclassic,0.0
2007,LPBR,generalmotors,corsa,0.0
2015,LPBR,generalmotors,celta,0.0
2003,LPPL,volkswagen,passat,1727.2246428571427
2015,LPES,opel,astra,938.8240316205527
2013,LPDK,iveco,dailyvc,1900.0
2010,LPNL,bmw,5serie,966.0930341880342
2005,LPNL,volvo,v50,348.347129735936
2001,LPES,citroen,berlingo,565.5759999999999
2005,LPES,opel,astra,341.925592705167
2004,LPES,bmw,530i,74.29444444444444
2002,LPES,jaguar,stype,354.6542857142857
2000,LPPT,renault,mganeiiclass,0.0
2003,LPAT,volvo,s6024d5,0.0
2012,LPNL,volkswagen,sharan,1164.7673333333332
2012,LPNL,mercedes,vito,1493.5039622641507
2001,LPES,peugeot,306boulevard,623.0550000000001
2002,LPPT,mitsubishi,spacestar,0.0
2001,LPAT,skoda,fabia19sdi,0.0
2002,LPES,rover,75club,294.556
1998,LPES,nissan,vanettecombi5,2968.68
2002,LPES,chrysler,grandvoyager,342.29833333333335
2005,LPPT,seat,toledo,37.0
2005,LPNL,alfaromeo,gt,437.0702631578948
1999,LPES,peugeot,boxercombi9pl,1553.83
2001,LPES,galloper,superexceed,477.905
2001,LPAT,volkswagen,passat18t,0.0
2001,LPAT,mercedes,vitol112cdi,0.0
2005,LPES,mazda,3,146.73999999999998
2001,LPAT,volkswagen,pritschetdi,0.0
2006,LPNL,audi,a6allroad,0.0
2013,LPNL,porsche,cayenne,830.325
2004,LPFI,ford,galaxy,63.5
2003,LPNL,seat,inca,504.88545454545454
2007,LPAT,volkswagen,golf,1173.77875
2003,LPNL,volkswagen,nietgebruiken,1013.0933333333332
2011,LPNL,mercedes,bclass,688.5039534883721
2003,LPFI,volvo,v40sportswagon,0.0
2012,LPNL,ford,transitconnect,1129.7324999999998
2008,LPAT,peugeot,307swactive,455.48249999999996
1998,LPNL,man,l2000,121.165
2003,LPES,renault,kangooauthenti,605.8981818181818
2010,LPAT,volkswagen,polo,1133.7680327868852
2006,LPAT,volvo,xc9025t,0.0
2003,LPAT,audi,a6avant30v6,0.0
2000,LPFI,fiat,scudo,0.0
2004,LPNL,renault,trafficgbdc,647.3776923076923
2008,LPNL,hyundai,tucson,930.7671428571429
2004,LPNL,honda,crv,159.606
2008,LPLU,audi,allroad,159.42142857142858
2005,LPNL,daf,falf45,367.55
2003,LPFI,audi,mini,0.0
2004,LPPT,mercedes,cclass,109.89515625000001
2008,LPNL,chevrolet,tacuma,0.0
2004,LPFI,renault,meganebreak,0.0
2011,LPBR,fiat,doblovc,0.0
2014,LPBR,bmw,x1,0.0
2014,LPNL,toyota,aygo,622.2737931034482
2009,LPES,renault,grandscenic,735.7697435897436
2010,LPES,peugeot,partner,1370.2475778078494
1999,LPES,mercedes,e290tdiesel,0.0
2015,LPIN,volkswagen,vwvento,0.0
2002,LPES,rover,45classic,421.455
2003,LPES,citroen,c3magic,676.5825
2014,LPIE,skoda,octavia,386.7283157894737
2011,LPIN,hyundai,hyundaii20,0.0
2015,LPIN,hyundai,hyuelantra,0.0
2009,LPFI,audi,mini,79.42
1999,LPPT,citroen,xsaradiesel,0.0
2015,LPNL,volvo,xc60,494.3783333333333
2016,LPNL,volkswagen,golf,474.9506250000001
2016,LPIN,marutisuzuki,mulscrossdsl,0.0
2008,LPFI,porsche,cayenne,0.0
2008,LPAT,volvo,s40t5awd,1435.65
2002,LPFI,landrover,defender,0.0
2000,LPFI,mitsubishi,canter,89.0
2014,LPDE,volkswagen,touran,2085.4376300578037
2012,LPNL,citroen,berlingo,1375.8629999999998
2012,LPAE,nissan,sunny,887.2045454545455
2013,LPES,renault,trafic,1678.8199999999995
1998,LPNL,mercedes,vario,128.75
2012,LPAE,toyota,rav4,0.0
2003,LPES,peugeot,307xrbreak,825.8016666666666
2010,LPFI,alfaromeo,mito,0.0
2012,LPAT,opel,vivarovc,990.9011111111112
2002,LPES,iveco,ml150e24,0.0
2007,LPFI,citroen,c3,0.0
2007,LPNL,tcm,heftruck,0.0
2000,LPES,renault,30026kerax,0.0
2007,LPAT,mercedes,s3504matic,0.0
2017,LPIN,hyundai,hyundaicretadsl,0.0
2016,LPNL,opel,astra,517.4848148148149
2010,LPES,volkswagen,caddy,887.3831081081078
2003,LPBE,citroen,berlingo,328.54666666666674
2013,LPNO,bmw,x1,5775.872340425532
2007,LPDK,phngsvogn,pacton,0.0
2003,LPES,peugeot,boxer,3024.7899999999995
2012,LPIE,hyundai,ix35,497.74692307692305
2015,LPNO,skoda,octavia,4521.424657534247
2005,LPNO,tilhenger,nrkoncp,0.0
2002,LPBE,peugeot,406,0.0
2001,LPCH,bmw,318i,0.0
2013,LPTR,skoda,octavia,689.4039999999999
2014,LPFI,mitsubishi,outlander,213.30999999999997
2005,LPCH,peugeot,407stdynamic,0.005
2007,LPIT,renaultel,cliostoriavan,926.3515126050423
2008,LPFI,nissan,kubistar,1089.9133333333332
2010,LPBR,peugeot,307sedan,0.0
2014,LPSK,iveco,eurocargo,0.0
2011,LPLU,bmw,x3,253.59701754385964
2007,LPPT,renault,laguna,238.7751666666667
2010,LPHU,volkswagen,polo,23510.747272727273
2007,LPAT,volkswagen,golfvancl,839.81
2006,LPPT,renault,trafic,900.2112903225806
2015,LPAT,toyota,rav4,0.0
2008,LPES,volkswagen,tiguan,412.45695652173913
2004,LPCH,audi,a6allroad4x4,670.0166666666667
2009,LPBE,nvt,electrotruck,0.0
2006,LPHU,volvo,xc70,0.0
2010,LPHU,opel,vivarovc,142652.0618181818
2010,LPFI,audi,q7,299.275
2011,LPTR,renault,clio,296.8613333333333
2008,LPAT,mercedes,bclass,635.0725
2008,LPNO,toyota,landcruiser,7915.637692307693
2007,LPES,audi,rs4avantfsi,0.0
2007,LPNO,audi,a4,9784.297118644068
2003,LPES,citroen,berlingotop,1135.2150000000001
2015,LPNL,renault,talisman,0.0
2003,LPDE,audi,a4avant19td,2120.6633333333334
2010,LPES,landrover,range,413.39750000000004
2000,LPIT,fiatel,fiatfiorino1,1377.325
2004,LPDK,man,le12220,0.0
2010,LPUK,mazda,mx5rcpe09,144.6825
2015,LPUK,mercedes,bclass,121.3905882352941
2000,LPDE,ford,galaxytdifutura,275.348
2015,LPIT,fiat,500l,1364.6091459074726
2014,LPDK,mercedes,aclass,4821.0599999999995
2012,LPTR,skoda,yeti,531.5033333333333
2014,LPMX,toyota,corolla,0.0
2014,LPPL,citroen,c4grandpicasso,424.40000000000003
2011,LPTR,ford,mondeo,527.160909090909
2015,LPGR,toyota,auris,447.875
2012,LPDE,mercedes,glkclass,894.104827586207
2011,LPCH,mercedes,cclass,1343.348695652174
2017,LPTR,audi,q2,1088.71
2006,LPPL,opel,zafiraii,1452.2014285714286
2014,LPMX,gmc,terrain,0.0
2004,LPIT,toyotael,avensis,559.3433333333334
2017,LPNO,volkswagen,amarok,0.0
2005,LPHU,peugeot,607,94220.30799999999
2009,LPUK,mazda,bt50pup08,99.24166666666666
2009,LPDE,volkswagen,fox12refresh,0.0
2014,LPFI,peugeot,3008,247.09333333333336
2007,LPIT,fiatel,grandepunto1,770.1504032258064
2011,LPNO,scania,p360,0.0
2009,LPBE,citroen,berlingo,1177.870588235294
2012,LPUK,citroen,berlingo,220.91095528455284
2016,LPTR,citroen,c4cactus,949.55
2014,LPMX,chevrolet,cruze,0.0
2012,LPPT,skoda,superb,533.4469565217391
2008,LPGR,suzuki,grandvitara,1348.5625
2010,LPNO,volkswagen,touareg,5441.0
2015,LPGR,mercedes,vito,0.0
2009,LPPT,hyundai,santafe,170.4275
2012,LPPT,ford,mondeo,724.2612499999999
2004,LPIT,chryslerel,ptcruiser,262.93666666666667
2014,LPIT,maserati,ghibli,3475.1482352941175
2012,LPES,volvo,s80,652.9939999999999
2016,LPES,audi,q3,0.0
2014,LPGR,bmw,4serie,281.6666666666667
2008,LPIT,ford,telmondeo,1328.3792537313432
2008,LPPT,volvo,s80,528.8672727272728
2010,LPFI,porsche,cayenne,188.61
2004,LPNO,renault,kangoogrcaut,12274.89
2011,LPIT,renault,grandscenic,1143.947794117647
2001,LPDE,volkswagen,golfivvarbasis,0.0
2009,LPCH,volkswagen,crafter,4086.2300000000005
2015,LPIT,infiniti,q50,2412.1190909090906
2007,LPGR,nissan,xtrail,442.0
2009,LPDK,iveco,daily65c18,3400.0
